GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,2.37144406464052,,5.67597386356283,,2.17963344729202,,,7.83492859667332,10.6351609100765,,12.7970041609392,10.664365094179,10.6996745003335,,,4.13574444815747,9.17260130056181,9.7714476010623,9.90523297874392,,2.01850139479797,,,,,8.81906174611449,6.8073250215728,,,9.91785237506418,0.731204178412837,1.73359552345632,5.57987262209545,4.43153158304943,12.3149173720927,,,,3.88675579064882,9.01929150776006,6.33779496307885,6.68827370482364,,5.7552384753634,,6.39846712642862,,,7.9878050958285,8.29695706130648,10.6095268920073,,,11.0344459306412,,,5.26461335655717,7.80988118896606,6.12107776460628,4.86230460438254,,,10.935380269812,,7.39164291319472,10.6751103045685,9.76449765592012,4.74381872523305,2.60916078374695,10.6876381824288,12.5482041334395,5.02257326163449,,8.959486245505,,4.54733125047837,2.0673167863234,,8.12796250321913,3.42973611659349,,5.11057284521846,,9.8866410614396,10.2595712329926,4.14209574789088,,,5.33374683862903,9.53247312457058,10.3194783789083,9.08141280004407,8.27388980208042,11.7913850931623,7.30237055447953,10.7651491220088,5.71235829100853,,,10.1270118013394,,10.128228559712,7.48304711866961,5037,3.21136595339126,,,9.99469836917334,,,3.57327779658776,3.44311118513108,8.60061034757419,,0.9712456670432,,,3.13717335112214,7.36838507847344,7.56362945009155,,,,,,3.19506960878835,2.21871384135104,,6.00197137196944,,2.79858870067229,10.7136270989176,,11.4039735428519,6.00049898086053,1.01029999381651,3.54975248860264,,11.7476803557493,,3.50194031040888,,,8.21582691457676,,6.10282888118429,7.70438423094897,7.63550127671741,8.33061338946515,6.35593677314089,,,,9.68352348011361,11.2323336616174,2.51105656710208,,,,,,,6.80157554466031,2.59302012451404,,9.60868164622068,3.28600396617985,8.63160214202047,10.4471569301762,,,1.22556357351454,6.88316314370175,8.48061095726837,6.76169271713912,,,6.8,10.9430338107142,12.3054585562825,6.2199077123877,9.69295784300192,6.83824110032375,,,3.89784311074345,,,9.20172856240299,3.73067303672304,5.77485531180779,,,,2.91131288050137,10.6440770830788,,12.3323579502628,,12.0847718440985,7.6005433284521,10.286058265738,,,,,5.82304523508697,7.73049769366662,,,,,,,11.0921506093282,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,77.6844366144045,,45.1037684215443,,53.7655951366441,,,15.8225714110303,16.5225822139463,,7.53799325430002,6.28326203857312,14.4648270009892,,,57.1042225972985,5.54593491537349,21.5383919374389,17.1772900110536,,76.9321484633093,,,,,22.4107153341339,30.4742316905694,,,19.4236269567507,91.9697022474327,70.5106606806622,13.0095470279237,42.0955600153148,13.7023951738447,,,,54.6016762793844,12.44486853742,28.1255258664971,24.4453263157036,,40.4297955389471,,31.8522304491102,,,29.785537801223,22.9187395718153,,,,8.34311696545113,,,35.2956177543181,27.3709700311193,48.9031414560022,32.4245356324209,,,19.7021513461484,,18.2396704610591,17.3550636445739,21.2649749682603,32.6084696213361,76.2037124240755,18.4407060164837,11.0854969005706,46.5752759437524,,23.8042258492241,,34.9313732383525,76.3758848387109,,16.7281828573066,49.9841350694811,,27.4977453329805,,10.3076207702083,19.3745598025336,48.7266883760792,,,45.7326444263721,17.0916068551341,23.9631440485759,20.3312453406405,20.7276507978933,9.10521875175075,39.8762266836777,15.0339791891406,23.188400213912,,,16.2366524642625,,15.4734360956344,39.5117878629998,30.5794126,66.4242633498444,,,23.8488973263728,,,36.6450682599602,43.5889462085048,26.7820484426985,,89.0226301806971,,,57.1374004953579,27.8809075888255,28.3641578450967,,,,,,66.2120488273252,49.1668266726554,,36.4609317428905,,69.5051442190649,15.4255026808692,,19.8254981367234,32.1755805341034,85.3649115824003,52.0720606624071,,9.28184514069406,,69.2116001937534,,,26.2623068708092,,22.4838842019755,24.0309977535406,19.530412391444,25.9583912703678,26.4911822082554,,,,22.7960578090463,19.7663236253389,62.0676780822724,,,,,,,38.0138215572007,67.1944152340695,,22.7788274706931,68.2998274781652,33.7267422541457,,,,84.6408473255655,22.4274788457757,22.880355531116,23.4611921959402,,,29.7,13.0052970103662,8.30741138638086,40.4650160149093,10.1760167499783,23.6296816079314,,,52.3127393241418,,,15.4680872515496,51.5176045859592,37.9522824007024,,,,45.3858286285851,22.8356089067633,,8.14941156261115,,12.1218269632746,17.2973218761902,15.7917237171453,,,,,30.9016148740726,30.657494839893,,,,,,,27.052878732536,,,,
,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,2.25999323195738,,5.5126705898814,,2.12710231586055,,,7.78757950999552,10.6067794477126,,12.7609498995754,10.5814029936584,10.6757200926026,,,4.0056159717457,9.11712114644541,9.7355277346536,9.83590764931949,,1.94232608817019,,,,,8.65980130129265,6.69618584928574,,,9.80490243132339,0.685393609089518,1.64013366042951,5.54530449756172,4.38700228692572,12.2448359122412,,,,3.80298253384826,8.92786687860049,6.34661483864334,6.59299897014381,,5.68599134526488,,6.30509591565716,,,7.84706131275997,8.18792635347916,10.5386730242071,,,10.9529478946034,,,5.14825089361396,7.73178893351059,5.93208753408583,4.82609289349979,,,10.7545053167444,,7.30390226413467,10.6162933570848,9.74557683422284,4.70910275813589,2.58172909500657,10.6644629750896,12.5128333965082,4.96745485310356,,8.86984816454722,,4.44228484072355,1.99695879294115,,8.02926133667423,3.37281679866897,,5.03030181396982,,9.80449969664623,10.1394077189961,4.01764078131879,,,5.24574587503506,9.49223862658003,10.263714087218,8.97464289470629,8.2056933780191,11.6982902854481,7.13727612905546,10.6496031176521,5.63170583396077,,,10.0754231554782,,10.0913066758492,7.5502971817105,4942,3.11753437123505,,,9.9028501870849,,,3.5048748079161,3.39037157302155,8.42450003500396,,0.938438009577576,,,3.04275059230522,7.27779865036847,7.48183822351195,,,,,,3.06921238243813,2.18809610308797,,6.12125055382579,,2.63196848835881,10.6523174177705,,11.3461997154175,5.86561019565988,0.972938248953655,3.41862466427123,,11.6987329902149,,3.39896199714356,,,8.16407081811525,,6.01820816557776,7.63577882686824,7.55208549320207,8.20569664864739,6.25318599079487,,,,9.59271454911685,11.0510947121639,2.435103730244,,,,,,,6.65914730967465,2.51806076306532,,9.41464618829686,3.19415257564594,8.32960580282727,10.3900096403257,,,1.14785527881179,6.70541063881517,8.39610110242407,6.68964224236297,,,6.64,10.9266759359641,12.3092746316186,6.08488155220951,9.70229998827512,6.74295218184592,,,3.81648384857015,,,9.15308959263819,3.63024810713846,5.68194897064021,,,,2.90518133341742,10.5074185919452,,12.2107949090016,,12.0771247673571,7.57137910248647,10.2661712990616,,,,,5.74567724879724,7.58278615667948,,,,,,,11.0704217750707,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,78.7256486453458,,46.0680646049017,,54.6838067778687,,,16.1002302561149,16.9186821113165,,8.35870906743029,6.63122793210797,14.8190220760307,,,58.7486320739188,6.13850650302882,21.9773155808263,17.1547031224985,,77.8539579874995,,,,,23.6967917909967,31.1691099446011,,,19.8052058760816,92.4570288564141,71.7677994912416,13.2845403696749,42.0637429061153,14.6657561572006,,,,55.268903950412,12.869167258369,27.9094141785704,24.6944601894686,,41.5274903062061,,31.8130478633484,,,30.2941051509965,23.1837987407734,,,,8.53518754511131,,,35.4964125321117,27.9857737110806,50.1565550267045,32.5660950062126,,,20.9043431971472,,18.6567641213961,17.1329258424646,20.9831223823806,32.4452992767016,76.2564976995398,18.8638612439582,11.1503629393538,47.2006081518663,,23.9779967851503,,36.0569709474976,76.2892800560529,,17.2606195787829,50.6563505572413,,27.8503915590075,,10.7205576210857,19.261338788741,50.2663657992473,,,46.2458522302194,16.9101554399081,23.9046517563486,20.448964543679,20.7793452077829,9.05930194198002,40.9631771282121,15.8778069561184,24.1919640417955,,,16.7871176367269,,16.3260032144088,38.3395459445734,30.41380167,66.531527746847,,,24.1790863705711,,,37.306585942083,44.324345310331,27.5738339603694,,89.3225106883647,,,57.9472409319278,28.352340439154,28.4904192250944,,,,,,67.3473158367384,49.8687957769449,,35.7072504903215,,71.3882784015968,15.5967963215212,,19.5447367922355,33.0373137829604,85.6573639675301,53.8114551848578,,9.60027774204806,,69.6839783049228,,,26.1664555480519,,22.6843602619504,24.5742973667198,20.0586504547157,26.6644419096078,26.543290814563,,,,23.2984685606525,20.3897511274703,62.3828941092528,,,,,,,38.8478256271919,68.1417033361058,,22.8121088966883,69.3029420224392,34.7481857282256,,,,85.5090672320225,23.2410766691245,22.5780701749304,23.9473059348826,,,30.9,12.8149016230916,8.21328773778277,41.5351215222949,10.878106426105,23.5059055404558,,,52.9281431187531,,,15.3847327983569,52.5608140867205,38.626763981876,,,,44.4733382383195,23.0855685381774,,8.33084538920225,,12.497577307821,17.5163878452755,16.2988473913866,,,,,31.7392672839237,31.4324007226788,,,,,,,26.5272139812514,,,,
,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,2.13197940444782,,5.3426551369855,,2.07086149508396,,,7.72825909023387,10.5752383780089,,12.734178775586,10.4956689900484,10.6480173206846,,,3.85905762922321,9.05668573315711,9.694888234321,9.77181646908924,,1.86775363662054,,,,,8.49605844155844,6.59527500112094,,,9.69351689943483,0.639478604929586,1.53968551113424,5.51045333063144,4.32339339713733,12.1608108892089,,,,3.68387553693087,8.84404444912995,6.31628793354271,6.48499024008475,,5.58146603396603,,6.21234393997339,,,7.70563546768632,8.06794305985174,10.5055166401635,,,10.8717420473353,,,5.02528121518595,7.64751419790164,5.74794433892764,4.79743706639846,,,10.5682097490282,,7.22985762127834,10.5561966611256,9.72442672988274,4.6595171256744,2559,10.638221058099,12.4771791704266,4.90960733578861,,8.77573495993283,,4.32759516630523,2.04072876558139,,7.92027156967865,3.30763831839272,,4.94436633308901,,9.72192995922869,10.065890718272,3.87668800948251,,,5.14913083430135,9.44876542892447,10.206823838773,8.86686128451794,8.12835856260776,11.6150430019998,6.95647407953887,10.5281542312888,5.54320845897432,,,10.0212175540876,,10.0590944116573,7.50596184155726,4841,3.02963363363363,,,9.81103361928238,,,3.43275530203423,3344,8.24527687918796,,0.913464604219529,,,2.95016516516516,7.18778430231235,7.39166126568587,,,,,,2.93785977432122,2.16261127004035,,6.25399349349349,,2.45788978985612,10.5879853623131,,11.2858718357051,5.71382035391793,0.939232790679063,3.25964071388316,,11.6518697471426,,3.27601714389211,,,8.09886719160049,,5.94610830687032,7.56152408242684,7.46341305119366,8.07908047204917,6.14665756713215,,,,9.49760092684227,10.8626399691974,2.3775,,,,,,,6.50560904090195,2.45949414733613,,9.42426564220569,3.10064743298472,8.01918638625607,10.3842186134607,,,1.08407594179158,6.51561601750534,8.30833081896701,6.61051677174203,,,6.46,10.9224334104998,12.3135653656889,5.93012922653014,9.70039643294905,6.65070650401054,,,3.73907492507493,,,9.11271707316692,3.52949557974661,5.57523811223671,,,,2.91573264130529,10.3666661948857,,12.0810860280434,,12.0717161275767,7.53071157043374,10.2349442942414,,,,,5.65878583531934,7.43266484417364,,,,,,,10.9310804166822,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,79.9711660660355,,47.024168112532,,55.6322002667028,,,16.4048501753621,17.4102714630921,,9.16338341075116,6.9588291407189,15.1839417916284,,,60.5020024362079,6.86943758299918,22.5212668301668,17.1658938584538,,78.7491445295902,,,,,25.0089797625963,31.7875173347722,,,20.1948145379192,92.8968676098312,73.1659175499564,13.4801930096012,42.2577320308598,15.6289613394342,,,,55.9321329947111,13.2457128013778,27.0744973063437,25.0025207267176,,42.9913194682599,,31.654140181232,,,30.7722435030043,23.4705278107921,,,,8.70878373269395,,,35.7360585443416,28.6295925890276,51.3476538777923,32.4641353778083,,,22.0828064141095,,19.1568763731523,16.8899074979334,20.6878536666082,32.0813175077746,76.1574335020983,19.2954081646682,11.2054524712703,47.8150239941472,,24.1486913752087,,37.2793727645171,75.843336143644,,17.8263882320425,51.4282231609297,,28.2523259632201,,11.1450887200831,20.1737091677351,51.9636082994448,,,46.6433365609014,16.7391585194017,23.8694951489002,20.5447004901337,20.9372549193809,9.07761944568162,42.1683966596739,16.7636847005705,25.2001452751429,,,17.4329780903373,,17.2333405942406,38.8791361913615,30.11475637,66.2705980324369,,,24.5138936801546,,,37.9090137215036,45.1293396465714,28.4116223822405,,89.5099930531759,,,58.6250519826097,28.8390841942454,28.6471203613822,,,,,,68.4962420209621,50.4361186358691,,34.773117881339,,73.3178011482688,15.7673916278546,,19.3079952237751,34.0615136315748,86.6207145858492,56.1185978872389,,9.90704834756341,,70.32852870783,,,26.1798944256122,,22.9390217976455,25.1973330461366,20.5671830540713,27.2614992499693,26.5756404578154,,,,23.8281945481336,21.0145813731905,62.3182941903585,,,,,,,39.7702004340836,68.5435687879289,,22.9218829949682,70.3116654092053,35.7507340763318,,,,85.7212896410993,24.0898361547142,22.2803960534927,24.5531217759565,,,32.2,12.6021892120995,8.11258720180331,42.6865206772552,11.7241513809829,23.4682330608535,,,53.4362093807524,,,15.1419720258101,53.6450396437238,39.3446454771227,,,,43.4763542038084,23.278833319135,,8.59543240926256,,12.9219446887934,17.8010823883128,16.8462985056539,,,,,32.6565744424507,32.1436857392037,,,,,,,25.9999949558768,,,,
,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,2.01465458936364,,5.24192440653192,,2.02907423588464,,,7.69960173737736,10.5491136943412,,12.5775759613374,10.4061201588703,10.6332708948075,,,3.71993679383801,9.00920521620708,9.65053829386467,9.71007029278007,,1.83807509081659,,,,,8.18225272601692,6.53656981857107,,,9.58235673875094,0.605985573145898,1.44597179664846,5.48188529597465,4.26555957446523,12.0588295919698,,,,3.47251192892098,8.81900668742389,6.1443891612428,6.40678746543363,,5.56110008183288,,6.13189415961584,,,7.59828664198559,7.9485507167459,10.5291527671064,,,10.7834306284773,,,4.98495513844295,7.59188156904611,5.59115332119257,4.76850689449871,,,10.3701859408919,,7.22846752337704,10.5037278395909,9.70425601074501,4.64327979448882,2.4212015337178,10.5958588182412,12.4134122525243,4.87395392612981,,8.67610489822223,,4.22913667977975,2.00959487430609,,7.82670347901634,3.25234629126555,,4.89491869523772,,9.66652135702139,9.8486257071289,3.75656272431057,,,5.04162547214004,9.38847419866151,10.1402085494077,8.76863245549963,8.08304909604609,11.5405214771012,6.89439380651129,10.3963065614248,5.45085182360685,,,10.0296264864529,,10.0326178675218,7.28518742281294,4754,3.00474346440391,,,9.72429345760652,,,3.34467261164422,3.29302453540015,8.12593383224131,,0.908004478181626,,,2.86111665701735,7.05192056812745,7.31327191901685,,,,,,2.83825673343458,2.12569744145417,,6.28819829725195,,2.30290381555262,10.5212957585578,,11.1897480646262,5.610575215841,0.877951540612504,3.14608218480919,,11.596346803326,,3.18299819499431,,,8.0275066891553,,5.94295050893012,7.54666301726461,7.37750301145478,7.96899739424302,6.03477202924383,,,,9.39624617035108,10.6667590434737,2.36512313655949,,,,,,,6.37973132260619,2.38439445611354,,9.46674707089189,3.03275583177402,7.71592835999545,10.3417225079925,,,1.02486442987166,6.34609512102753,8.26072391554343,6.56741385152073,,,6.33,10.9321295181933,12.3224195354017,5.80877755184528,9.68691944352391,6.58043185327534,,,3.66489128212866,,,9.09028511680194,3.48751068119831,5.48119235258062,,,,2.84462586123572,10.209036338758,,11.94693793154,,12.0944856454778,7.51100340227377,10.1866255752568,,,,,5.57753355279183,7.34354549537862,,,,,,,10.8038697733545,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,80.8708096288433,,47.8631385619478,,56.9025874231602,,,16.7902298135742,17.6637079503335,,10.5035263153932,7.28315857974321,15.1698608492146,,,62.1838937253019,7.822335631041,23.1208595654678,17.1537065109981,,79.2617627257492,,,,,27.5823873603065,32.2136641470004,,,20.6311367505937,93.2228560310394,74.7915600967817,13.984023574497,42.5944582335727,16.5185696446522,,,,57.1084968177858,13.4747070865096,30.1816116749613,25.4175158794457,,43.3382406923841,,31.380437014338,,,31.1053123730202,23.7087684992023,,,,8.75830388370772,,,35.5910840106641,29.3394796970143,52.6466565711234,32.7565163747486,,,22.8841996142704,,19.5243961018735,16.60543699853,20.3105451602772,31.4891137060589,77.2702315917825,19.7646625344398,11.4067888716104,48.3798603859177,,24.4181855241885,,38.3323768286718,76.5466096869592,,18.4315608848173,52.2804464841343,,28.7219921389438,,11.5945831234331,20.7488338490114,53.4932400349525,,,47.8291746657305,16.7538948024873,23.9028066653654,20.6278224472317,21.1118766979347,9.100309904898,42.2653800276678,17.7063368161874,26.6878070486024,,,17.490316098965,,18.174989950307,40.8476230994043,30.18548056,66.5241999271546,,,24.7689116497187,,,39.2466759533702,45.9208633094737,29.1286093111033,,89.5880731656757,,,59.6338699310443,29.5900987494086,28.7569555645196,,,,,,69.293945292327,51.7459670601024,,34.8897604349491,,75.1825342484222,15.9437152117295,,19.210683372076,34.8489596461518,87.0909339385507,58.1961128400481,,10.237099416588,,70.5429214051793,,,26.5397328697164,,23.3142578808125,25.640172626707,21.075595483444,27.8324080998497,26.7195556081429,,,,24.3935657544771,21.5731452602355,61.7546499134443,,,,,,,40.5985709121749,69.6736619050336,,22.8040745667402,71.173573290459,36.5928057585601,,,,86.8244826152301,24.5464220139957,21.6912722228095,24.9133965023607,,,33.1,12.3764290218918,7.98685844682337,43.8931944537186,12.5422170530133,23.7883822870532,,,53.9902256362839,,,14.8855349050923,54.5414378707188,40.1689989675773,,,,44.895034626991,23.3526425703459,,8.90790025008697,,13.4846987661243,18.2882883668885,17.2681111259482,,,,,33.7881305990406,32.2152402723864,,,,,,,26.1859548369725,,,,
,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,2.00911617260929,,5.08550819515432,,2.01450166057138,,,7.5330608972948,10.6293112941473,,12.3705837101528,10.4317440569224,10.7335460053822,,,3.69325454865922,9.10732101386456,9.65961630480747,9.59602817822525,,1.7444487250006,,,,,8.13312111040145,6.44490599409517,,,9.61367898778387,0.52931472200035,1.35025514623139,5.48503569869283,4.19197968194131,12.0232658229447,,,,3.28818021378678,8.73880781017192,5.97445839463652,6.25206158249831,,5.43468641916038,,6.0726553514266,,,7.54148549683449,7.91589484040553,10.4872676998501,,,10.7525037498105,,,4.90864527292488,7.46220022797055,5.47870237483261,4.70095724647339,,,10.4075239288419,,6.99875002896093,10.3483570830669,9.60022635217636,4.48909740416619,2.36744064164299,10.6409672914383,12.4636688153245,4.83852818955663,,8.59381184914563,,4.18077213517059,1.94869161741417,,7.76266640582395,3.26211977634086,,4.85295487835323,,9.66211000952874,9.69746913731707,3.66963758390915,,,4.97958051576375,9.3086623037769,10.0633011006503,8.6706267115748,8.00289967385392,11.4789867740517,6.71370945449539,10.4283244670456,5.3955396311455,,,10.122589377234,,10.0579542508157,7.12948609880684,4628,2.93478749716838,,,9.74978750461841,,,3.34550387784688,3.24435920265874,8.06324010456236,,0.866623212187381,,,2.82801343550536,6.96263317781035,7.22255049532306,,,,,,2.7411882574005,2.11407156665756,,6.14674126595069,,2.15835899585897,10.4309400495508,,10.8841835041153,5.54385241389718,0.849820468164784,3.03136584210263,,11.5327421581363,,3.10025235255033,,,7.95050495120108,,5.82393663777422,7.37252854334539,7.3534028764134,7.86177808623858,5.86058422678582,,,,9.42604309503893,10.7012851615735,2.30004386740876,,,,,,,6.35491008665723,2.36707891909265,,9.35753826156989,2.98119928486089,7.68519373958424,10.3022794980901,,,0.979144949871597,6.22992685204933,8.13830406022606,6.45537087031695,,,6.28,10.8638439044509,12.3016116506958,5.70771867347246,9.77911500193033,6.475196569406,,,3.58284368390862,,,9.05585518955878,3.30524004444143,5.39415660028804,,,,2.8126770425475,10.2357397064236,,11.803882074055,,12.0261739050184,7.32078200529499,10.2545855098706,,,,,5.50235644296718,7.26865339284567,,,,,,,10.6538776338749,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,80.9681942592346,,48.8242134903864,,56.9463553323924,,,16.132273578688,17.5010600347816,,11.0499623359409,6.6510904122358,14.7941335404252,,,62.6846193279204,6.11755163456622,23.1159282873155,17.1535636854354,,80.5618676311368,,,,,28.6318340299183,32.6273210399199,,,20.1295766992388,94.1408905104898,76.1877615791191,13.5381272635642,42.9377760278455,16.5507967127976,,,,57.0956723696912,13.2417877420043,32.948535332149,25.1505182654773,,45.0116608495202,,30.970475897182,,,31.1946927201177,23.6004409553196,,,,8.60352178619214,,,36.1406557293368,29.3476861101116,52.9180868016439,33.5194697900341,,,22.7012334491641,,19.6901067670577,17.2588040530292,20.0905076917293,32.4292308903491,77.9913730029766,19.4724087108312,10.7998258565636,48.8362270220251,,24.1551357329699,,38.5144542176344,77.0409198810213,,17.7477677008252,52.0137983801951,,29.1263241276604,,11.2562698926091,21.6851367778738,53.9260260784665,,,48.3413358886578,16.6972861259131,24.1685520708699,20.2735386821559,21.2696494024026,8.93142777395041,43.8038879934576,17.5495199450688,27.3938113085809,,,17.2873953413276,,18.2278910890337,40.4415060650335,31.83746977,67.7470065100271,,,24.8993712185588,,,39.0225360846107,46.6621814043492,29.396131675443,,90.102090613037,,,59.7525847071901,30.0835609694789,29.3169280498735,,,,,,69.8380548308418,51.8544125291673,,36.5426315604027,,76.9807451374881,15.9617875488702,,19.6179476211953,35.2889990718542,87.5519148391101,59.4524537214491,,10.0081196748991,,71.5627068222419,,,26.5202336906647,,22.6735792723635,25.7347397457602,20.6881336168997,28.3698234223694,26.6931551117992,,,,24.0539042726924,21.632768489517,63.4189116502548,,,,,,,40.466568991309,69.7629966337525,,22.7132739922649,71.8004551254041,35.891227102805,,,,87.5743514523793,25.3725651379165,21.4542033164503,25.2307981771711,,,33.8,12.6159868887517,7.93852809054247,44.8638034413594,11.7823010340539,23.648120537952,,,55.2149598707414,,,15.1331388367707,55.8035972770854,39.723553367314,,,,45.2841374448363,23.3995828171711,,9.22928246849713,,13.2278566421667,17.7590388276832,17.3711095330937,,,,,34.9331746918043,33.3218076330649,,,,,,,25.8019681830174,,,,
